carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.4,Very Good,F,VS1,61.2,58.0,4.74,4.86,2.94,1050
0.71,Ideal,H,VS1,62.1,55.0,5.68,5.72,3.54,3015
0.43,Ideal,G,VS1,61.3,57.0,4.88,4.85,2.98,1178
0.31,Ideal,F,VS2,62.6,57.0,4.29,4.33,2.7,190
0.43,Very Good,F,VS1,62.2,61.0,4.75,4.83,2.98,1324
0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,920
0.76,Very Good,I,SI1,62.0,56.0,5.81,5.84,3.61,2005
0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35,1838
0.42,Premium,D,VVS2,59.6,59.0,4.9,4.96,2.94,2514
0.52,Very Good,E,SI1,59.3,59.0,5.26,5.3,3.13,1467
0.31,Ideal,G,VS1,62.3,54.0,4.35,4.38,2.72,291
0.72,Ideal,E,SI1,62.0,57.0,5.72,5.66,3.53,3199
0.72,Premium,G,SI1,60.8,58.0,5.8,5.74,3.51,2489
0.25,Very Good,E,VVS1,62.9,59.0,3.99,4.02,2.52,1418
0.51,Ideal,F,VS1,62.1,56.0,5.15,5.13,3.19,2022
1.51,Premium,I,VS1,60.0,58.0,7.51,7.45,4.49,10155
0.45,Ideal,I,VS1,61.9,54.0,4.95,4.97,3.07,567
1.75,Premium,G,VS1,59.6,60.0,7.9,7.76,4.67,13304
0.71,Ideal,E,VS1,62.3,56.0,5.66,5.7,3.54,4005
0.59,Ideal,F,VS2,60.2,57.0,5.48,5.44,3.29,2294
1.15,Very Good,F,SI1,62.5,59.0,6.62,6.69,4.16,6498
0.47,Ideal,E,VS1,61.5,55.0,5.01,5.04,3.09,2084
0.33,Premium,G,VS2,62.6,58.0,4.4,4.36,2.74,-77
2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11,17235
0.3,Good,H,SI1,63.7,56.0,4.2,4.22,2.68,-1297
1.07,Ideal,H,SI2,59.2,57.0,6.7,6.64,3.95,5035
1.6,Premium,I,VS2,60.2,58.0,7.63,7.56,4.57,10589
1.0,Premium,G,SI2,62.7,59.0,6.36,6.3,3.97,4394
1.5,Very Good,H,VS1,60.7,58.0,7.35,7.42,4.48,10295
0.54,Ideal,G,IF,61.2,57.0,5.26,5.28,3.22,3407
0.41,Ideal,F,VVS2,61.4,56.0,4.81,4.76,2.94,1826
1.51,Very Good,I,VS1,63.1,53.0,7.34,7.25,4.6,9831
0.51,Ideal,E,SI1,61.7,55.0,5.13,5.17,3.18,1426
1.02,Premium,E,SI1,61.4,58.0,6.48,6.45,3.97,5766
0.31,Good,I,VS1,63.9,55.0,4.28,4.3,2.74,-687
0.41,Very Good,F,VVS1,61.4,58.0,4.76,4.78,2.93,2137
2.0,Premium,J,VS1,63.0,58.0,8.04,7.99,5.05,14503
0.78,Ideal,I,VS2,60.9,57.0,5.92,5.97,3.62,2880
0.51,Good,E,VS2,63.1,59.0,5.04,5.07,3.19,1603
0.3,Ideal,G,VVS1,61.7,55.0,4.34,4.32,2.67,1223
0.33,Very Good,G,VS1,62.8,58.0,4.38,4.41,2.76,262
0.76,Ideal,H,VVS2,61.0,56.0,5.85,5.91,3.59,3981
0.4,Ideal,E,VS2,61.6,57.0,4.73,4.75,2.92,1132
0.53,Premium,G,SI1,61.0,59.0,5.25,5.21,3.19,892
0.42,Ideal,G,SI1,62.2,53.0,4.8,4.84,3.0,69
0.35,Very Good,I,VS2,61.7,57.0,4.52,4.56,2.8,-717
0.5,Premium,G,VS1,62.5,60.0,5.08,5.06,3.17,1522
1.01,Very Good,E,SI1,61.0,56.0,6.47,6.54,3.97,5555
0.31,Very Good,D,SI1,60.0,61.0,4.41,4.43,2.65,298
0.34,Ideal,E,VVS1,62.2,56.0,4.45,4.49,2.78,2129
0.43,Ideal,D,SI1,62.5,55.0,4.83,4.8,3.01,1158
0.3,Ideal,E,VVS2,62.3,56.0,4.3,4.34,2.69,1368
1.26,Ideal,H,SI1,61.9,57.0,6.88,6.93,4.27,7105
0.32,Ideal,D,VS2,62.6,55.0,4.39,4.37,2.74,885
1.01,Premium,G,SI2,62.4,58.0,6.38,6.41,3.99,4472
0.34,Very Good,E,VVS2,62.7,59.0,4.41,4.43,2.77,1494
0.92,Good,D,SI1,60.2,56.0,6.28,6.32,3.79,5097
1.01,Very Good,F,VS2,63.8,55.0,6.31,6.38,4.05,5530
0.5,Good,D,VVS2,62.4,64.0,5.03,5.06,3.14,2865
0.73,Ideal,D,SI1,62.4,53.0,5.82,5.79,3.62,3459
0.42,Ideal,I,VVS1,62.7,55.0,4.8,4.77,3.0,1303
1.01,Very Good,D,VVS2,63.0,56.0,6.35,6.41,4.02,7200
0.59,Very Good,F,IF,59.9,63.0,5.44,5.47,3.27,4045
0.27,Very Good,D,VS2,63.0,57.0,4.06,4.1,2.57,461
1.04,Very Good,D,SI2,63.1,58.0,6.39,6.33,4.01,5686
0.75,Premium,E,SI2,63.0,58.0,5.78,5.71,3.62,2803
0.61,Good,F,SI2,62.5,65.0,5.36,5.29,3.33,1227
0.9,Good,F,SI1,61.3,60.0,6.13,6.18,3.77,4240
0.31,Very Good,H,SI1,60.5,60.0,4.33,4.4,2.64,-1001
1.01,Fair,D,SI2,64.7,57.0,6.31,6.27,4.07,5018
1.01,Ideal,I,SI1,60.3,58.0,6.5,6.56,3.94,4482
1.0,Very Good,I,VS1,63.3,55.0,6.39,6.34,4.03,4936
0.31,Good,G,VS2,63.1,58.0,4.3,4.35,2.73,-479
0.4,Ideal,D,SI2,62.8,56.0,4.73,4.7,2.96,431
1.01,Premium,H,VVS1,60.5,57.0,6.55,6.48,3.94,6613
0.71,Good,E,SI1,63.1,59.0,5.62,5.75,3.59,2678
0.35,Ideal,G,VVS2,61.0,57.0,4.58,4.54,2.78,1116
0.47,Ideal,J,SI1,60.6,54.0,5.04,5.0,3.09,-512
0.31,Premium,F,SI1,62.7,58.0,4.31,4.33,2.71,-397
0.71,Ideal,H,VS1,61.8,55.0,5.72,5.77,3.55,2994
0.53,Ideal,I,VS1,61.6,57.0,5.21,5.18,3.2,1250
0.39,Premium,J,VVS1,61.8,56.0,4.71,4.64,2.89,754
0.31,Ideal,H,VS1,62.1,54.0,4.3,4.37,2.69,24
0.3,Ideal,G,VVS2,60.9,57.0,4.35,4.32,2.64,813
2.01,Fair,I,SI2,66.5,61.0,7.81,7.75,5.17,13004
0.41,Very Good,I,SI1,63.3,60.0,4.71,4.64,2.96,-810
1.22,Premium,E,VS2,62.2,55.0,6.91,6.85,4.28,7977
2.2,Ideal,I,VS1,61.4,57.0,8.41,8.37,5.15,17104
2.0,Very Good,J,SI1,62.2,59.0,7.92,7.97,4.94,13696
0.39,Ideal,E,VVS1,62.1,54.0,4.67,4.7,2.91,2453
0.91,Ideal,G,SI2,61.0,57.0,6.25,6.28,3.82,3726
1.01,Good,H,SI1,60.3,64.0,6.5,6.53,3.93,4558
1.09,Premium,D,SI2,61.2,60.0,6.6,6.64,4.05,6291
0.53,Ideal,D,VS2,60.2,57.0,5.24,5.26,3.16,2510
1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,7375
0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3,3047
0.59,Ideal,D,VS2,60.9,57.0,5.42,5.48,3.32,2891
0.33,Premium,E,SI1,59.1,58.0,4.56,4.51,2.68,236
0.9,Very Good,I,SI1,61.8,56.0,6.19,6.24,3.84,3194
1.02,Good,D,VS1,64.6,58.0,6.22,6.28,4.04,6712
0.72,Fair,F,SI1,64.8,55.0,5.64,5.6,3.64,2270
0.52,Ideal,E,VS2,61.0,57.0,5.21,5.19,3.17,2040
0.32,Ideal,I,VVS1,62.0,55.3,4.39,4.42,2.73,676
0.25,Very Good,F,VVS1,61.1,57.0,4.05,4.08,2.48,1172
0.72,Very Good,G,IF,63.3,54.0,5.64,5.73,3.6,4574
1.13,Ideal,H,SI1,62.3,56.0,6.66,6.69,4.16,5783
1.01,Premium,I,SI1,62.8,58.0,6.4,6.34,4.0,4264
0.72,Ideal,I,VVS1,61.3,57.0,5.74,5.77,3.53,3772
1.54,Ideal,I,VS2,60.2,59.0,7.52,7.57,4.54,10027
0.9,Fair,E,SI2,65.8,59.0,6.03,5.98,3.95,3626
1.0,Good,F,VS2,64.0,59.0,6.29,6.25,4.03,5361
0.39,Very Good,E,SI2,59.1,56.0,4.76,4.82,2.83,72
0.5,Ideal,F,VVS2,62.2,54.0,5.09,5.11,3.17,2417
1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16,8604
0.31,Very Good,D,VVS2,60.5,56.0,4.38,4.41,2.66,1697
1.06,Premium,H,SI1,61.0,58.0,6.61,6.57,4.02,5149
0.31,Good,D,SI2,63.7,55.0,4.35,4.32,2.76,-499
2.01,Premium,I,VS2,60.3,62.0,8.13,8.08,4.89,14816
0.3,Very Good,G,SI1,62.8,56.0,4.28,4.32,2.7,-917
0.3,Very Good,I,VVS2,60.1,63.0,4.28,4.31,2.58,96
1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,3613
0.34,Ideal,G,SI1,61.2,57.0,4.53,4.56,2.78,-424
0.73,Fair,I,VS1,55.9,66.0,6.11,6.01,3.39,2873
0.72,Ideal,I,VS1,60.7,57.0,5.78,5.81,3.51,2868
0.31,Ideal,E,VS2,62.0,55.0,4.37,4.34,2.7,519
1.53,Ideal,E,SI1,62.3,54.2,7.35,7.38,4.59,10649
0.25,Very Good,E,VVS2,61.9,59.0,3.99,4.02,2.48,1028
0.4,Good,F,SI1,63.6,57.0,4.7,4.67,2.98,-73
1.21,Very Good,F,SI1,59.4,56.0,6.95,7.0,4.14,7258
1.0,Premium,E,SI2,60.4,60.0,6.49,6.46,3.91,5180
1.02,Very Good,F,SI1,62.1,63.0,6.48,6.36,3.99,5303
0.71,Good,F,SI2,64.5,55.6,5.58,5.61,3.6,1853
0.41,Very Good,F,VVS2,62.9,54.0,4.7,4.74,2.97,1579
1.5,Premium,E,SI2,62.7,56.0,7.38,7.33,4.61,9683
0.9,Very Good,H,VS2,62.1,57.0,6.16,6.23,3.85,3976
0.36,Ideal,E,SI1,61.6,56.0,4.56,4.59,2.82,391
1.05,Premium,G,IF,60.6,60.0,6.57,6.59,3.99,7789
0.34,Ideal,G,VS2,61.0,57.0,4.48,4.5,2.74,134
1.18,Premium,E,SI2,62.5,60.0,6.74,6.7,4.2,6721
1.03,Premium,D,SI2,61.8,60.0,6.45,6.42,3.98,5722
0.32,Ideal,G,VS2,62.4,55.0,4.36,4.39,2.73,-84
1.08,Ideal,E,VVS2,61.0,56.0,6.64,6.67,4.06,7806
0.73,Ideal,J,SI1,61.8,56.0,5.78,5.81,3.58,1563
1.1,Ideal,F,SI2,60.4,55.0,6.77,6.73,4.08,5780
1.72,Premium,I,VVS2,62.7,58.0,7.6,7.54,4.75,12591
1.0,Premium,F,SI1,61.6,61.0,6.37,6.3,3.9,5345
0.92,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,3947
0.75,Ideal,E,SI1,61.4,56.0,5.83,5.89,3.6,3410
0.72,Premium,F,VS1,58.8,60.0,5.91,5.89,3.47,3850
1.2,Premium,G,SI2,59.9,59.0,6.92,6.98,4.16,6385
0.61,Ideal,F,VVS2,61.8,55.0,5.43,5.47,3.37,3311
0.31,Ideal,E,VS2,61.4,54.0,4.41,4.38,2.7,519
0.52,Very Good,F,VVS2,58.9,60.0,5.23,5.3,3.1,2620
0.23,Very Good,D,VVS1,59.7,58.0,3.97,4.04,2.39,1782
0.3,Very Good,G,VS1,60.2,62.0,4.3,4.31,2.59,261
0.84,Very Good,D,SI1,59.2,59.0,6.18,6.21,3.67,4485
0.77,Ideal,E,SI2,62.1,56.0,5.84,5.86,3.63,3113
2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93,16329
1.01,Very Good,H,VVS1,60.6,56.0,6.5,6.53,3.95,6500
0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72,390
1.5,Premium,I,VVS2,60.2,58.0,7.5,7.34,4.47,10551
0.52,Ideal,F,IF,60.3,60.0,5.24,5.27,3.17,3603
1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25,7257
0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,-847
0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,1510
0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86,6525
0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,2461
2.01,Very Good,H,I1,58.1,63.0,8.3,8.19,4.79,13844
0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99,4254
0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,3674
1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37,8902
0.46,Very Good,F,SI2,61.5,56.0,4.98,5.01,3.07,73
0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85,710
0.93,Premium,H,VS2,60.3,61.0,6.39,6.25,3.81,4511
1.2,Very Good,I,VS2,61.7,59.0,6.83,6.88,4.23,6432
0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78,3024
0.54,Premium,E,SI1,62.2,58.0,5.26,5.23,3.26,1524
1.02,Very Good,I,VS2,59.3,59.0,6.57,6.62,3.91,4954
0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,823
0.31,Very Good,I,VS2,60.7,61.0,4.32,4.34,2.63,-837
0.72,Ideal,G,VS1,61.2,57.0,5.76,5.79,3.53,3486
1.71,Very Good,H,VS1,62.0,56.0,7.64,7.68,4.75,12236
1.61,Very Good,E,SI1,62.3,57.0,7.43,7.47,4.64,11316
0.52,Ideal,G,SI2,61.6,55.0,5.16,5.19,3.19,391
0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16,2438
0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,2054
0.46,Very Good,E,SI1,59.3,63.0,5.09,5.02,3.0,1024
1.2,Ideal,H,VS1,61.9,57.0,6.77,6.73,4.18,7524
0.3,Very Good,D,SI1,63.4,54.0,4.31,4.27,2.72,31
0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01,-17
1.51,Premium,H,SI1,58.0,59.0,7.57,7.54,4.38,9770
0.53,Ideal,D,SI1,61.6,56.0,5.2,5.23,3.21,1932
0.54,Ideal,D,SI1,61.5,56.0,5.23,5.25,3.22,2030
0.9,Very Good,G,VS2,62.4,61.0,6.13,6.17,3.84,4327
1.05,Ideal,E,VVS2,62.4,56.0,6.49,6.52,4.06,7447
1.02,Ideal,F,SI2,61.4,56.0,6.5,6.47,3.98,5034
1.15,Premium,G,SI2,62.7,58.0,6.71,6.69,4.2,5703
0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3.87,4076
0.54,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23,1966
1.27,Ideal,J,SI2,61.2,56.0,6.99,6.95,4.27,6092
0.7,Very Good,G,VS2,63.3,56.0,5.59,5.66,3.56,2526
0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97,4698
0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9,1528
0.41,Premium,F,VVS2,62.4,58.0,4.76,4.7,2.95,1713
0.38,Premium,E,VS1,60.7,59.0,4.65,4.7,2.84,1443
1.1,Very Good,D,SI2,61.1,58.0,6.61,6.69,4.06,6298
0.5,Good,H,VVS1,63.5,58.0,4.98,5.03,3.18,1934
0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47,930
1.0,Good,D,IF,63.3,59.0,6.33,6.37,4.02,7935
1.88,Very Good,I,VS2,62.2,57.0,7.79,7.86,4.87,13212
1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55,10884
2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,14503
0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,3144
1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98,4938
0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72,334
0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89,2431
1.07,Ideal,G,SI2,61.1,57.0,6.61,6.65,4.05,5154
0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,-124
1.01,Premium,D,SI2,58.0,60.0,6.58,6.53,3.8,5862
0.71,Very Good,H,SI2,61.8,58.0,5.67,5.73,3.52,1454
0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16,243
0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69,432
0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,3841
0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,3146
0.41,Good,E,SI1,63.9,58.0,4.72,4.7,3.01,313
0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88,277
1.4,Premium,D,VS1,62.8,58.0,7.17,7.07,4.47,10532
0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,-794
0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,4230
0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,2523
1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,10581
1.03,Premium,E,SI2,62.0,59.0,6.42,6.49,4.0,5350
0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21,1423
0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,2377
1.0,Fair,E,SI1,58.1,63.0,6.6,6.52,3.81,5589
1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,5109
1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,6899
0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,-209
1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,5095
0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,1298
1.0,Premium,E,SI1,61.7,58.0,6.42,6.35,3.94,5591
0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,3978
1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4,7616
1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,9357
0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3,832
0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,14
0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,510
0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71,355
0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,1256
0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,3772
1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,6930
0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,-111
0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,1777
1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67,11008
1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99,6484
0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,2340
1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6,11204
0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,5213
0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,2152
0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,3454
2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,19785
0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,-687
0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83,-856
0.51,Very Good,E,SI2,58.3,61.9,5.19,5.2,3.04,1064
0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,2823
1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14,7010
2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08,15323
1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53,10019
0.34,Ideal,F,VVS1,61.4,57.0,4.5,4.53,2.77,1821
1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,4003
1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15,7343
1.01,Good,H,SI1,63.1,60.0,6.37,6.41,4.03,4347
0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42,2662
0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82,2006
1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,5970
0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,966
0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,1932
1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,5317
0.41,Very Good,E,SI2,63.2,58.0,4.72,4.68,2.97,16
0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,-155
0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69,-1726
1.5,Premium,H,I1,62.9,60.0,7.31,7.22,4.57,8304
1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,4267
0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46,646
0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75,569
0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,236
0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,3749
1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,9824
0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,2500
0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,-521
1.01,Ideal,F,VS1,61.7,56.0,6.48,6.45,3.99,6313
1.0,Premium,D,VS1,62.7,54.0,6.38,6.35,3.99,6762
1.12,Very Good,I,VS2,62.9,55.9,6.59,6.62,4.16,5623
1.14,Very Good,F,VVS1,62.2,55.9,6.67,6.69,4.16,8272
0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,2235
0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,2470
1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,10300
0.32,Ideal,D,SI2,61.1,56.0,4.41,4.39,2.69,43
1.01,Premium,G,VVS2,61.9,59.0,6.41,6.45,3.98,6386
0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67,1410
0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,1131
1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09,6757
0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94,693
1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,5980
1.04,Ideal,E,VVS2,61.0,57.0,6.61,6.57,4.02,7412
2.02,Fair,G,I1,65.6,57.0,7.87,7.8,5.15,13352
1.11,Ideal,F,VVS1,59.7,58.0,6.7,6.74,4.01,8413
0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,3156
0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,-327
0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,3121
0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,2338
0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,2777
0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,3679
1.5,Good,H,VS2,63.6,58.0,7.22,7.27,4.61,9456
0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,2185
0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27,2665
0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24,2461
1.02,Ideal,H,VS2,60.4,57.0,6.58,6.54,3.96,5363
0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73,2074
0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,-300
0.5,Ideal,F,SI2,61.7,55.0,5.13,5.15,3.17,524
0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66,-1122
0.4,Ideal,F,SI1,61.6,55.0,4.72,4.76,2.92,329
0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,2116
0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,38
1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27,6562
0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72,4284
0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,1142
1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,5766
1.31,Premium,H,SI2,60.8,58.0,7.13,7.08,4.32,7033
2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,14898
2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,14471
1.06,Ideal,H,VS2,61.2,55.0,6.57,6.61,4.03,5693
0.9,Premium,F,VS2,61.9,55.0,6.25,6.23,3.86,4707
1.02,Ideal,G,SI2,62.4,54.0,6.39,6.47,4.02,4620
0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,3545
0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,1243
0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26,1481
1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09,7131
0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,-1274
2.13,Premium,J,SI2,62.6,58.0,8.21,8.18,5.13,14468
1.74,Ideal,E,SI1,62.2,56.0,7.72,7.67,4.79,12737
0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,2043
0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7,3705
0.5,Very Good,F,VS1,61.9,62.0,5.02,5.06,3.12,1866
0.32,Very Good,E,VVS1,60.9,58.0,4.49,4.45,2.72,1833
1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06,5793
2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,18538
0.31,Ideal,D,VS2,61.2,55.0,4.38,4.35,2.67,913
0.37,Ideal,J,IF,61.9,54.0,4.63,4.68,2.88,1101
1.3,Premium,F,VS1,61.0,59.0,7.05,7.08,4.31,9014
1.02,Premium,E,SI1,62.8,58.0,6.45,6.39,4.03,5640
0.36,Ideal,G,SI1,61.1,55.0,4.58,4.62,2.81,-248
1.14,Premium,D,SI2,59.2,61.0,6.84,6.82,4.04,6910
0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,2282
0.3,Premium,E,VS2,61.8,58.0,4.28,4.26,2.64,434
0.71,Ideal,D,SI2,61.0,56.0,5.77,5.8,3.53,2936
0.4,Premium,F,VVS1,61.1,59.0,4.75,4.78,2.91,2151
1.18,Premium,I,SI2,60.8,58.0,6.84,6.78,4.14,5528
0.34,Ideal,E,VVS1,62.2,56.0,4.46,4.44,2.77,2150
1.5,Premium,G,SI1,62.3,58.0,7.33,7.27,4.55,9622
0.72,Very Good,F,SI2,58.5,60.0,5.86,5.93,3.45,2381
1.03,Ideal,E,VVS2,60.6,59.0,6.5,6.53,3.95,7440
0.28,Very Good,I,VS2,61.9,57.0,4.16,4.19,2.58,-1090
0.31,Ideal,J,SI1,62.4,53.0,4.38,4.4,2.74,-1688
1.02,Very Good,D,SI2,62.7,59.0,6.36,6.44,4.01,5447
0.7,Good,I,SI2,63.5,56.0,5.59,5.63,3.56,828
1.34,Very Good,E,SI2,62.1,63.0,7.06,7.01,4.37,8184
2.07,Very Good,J,VS2,61.3,56.0,8.16,8.2,5.02,14837
0.74,Fair,G,SI1,64.8,59.0,5.63,5.6,3.64,2179
0.58,Ideal,E,SI2,61.4,57.1,5.36,5.38,3.3,1537
0.31,Ideal,D,VS1,60.5,57.0,4.39,4.41,2.66,1407
